origen,h,objetivo,modelo,pronostico,real,p025,p10,p90,p975
2017-06,2,2017-08,ensamble,2.65324,3.17381,1.90724,2.33259,3.23392,3.36421
2017-07,2,2017-09,ensamble,2.66021,2.94500,1.92627,2.31656,3.23564,3.36930
2017-08,2,2017-10,ensamble,3.03400,2.04014,2.31211,2.69307,3.60417,3.74119
2017-09,2,2017-11,ensamble,2.47764,1.54434,1.76780,2.13943,3.04255,3.18294
2017-10,2,2017-12,ensamble,1.67294,1.36486,0.72230,1.30432,2.23260,2.37636
2017-11,2,2018-01,ensamble,1.35529,1.25319,0.38565,0.96503,1.90969,2.05681
2017-12,2,2018-02,ensamble,1.27505,1.17956,0.30693,0.88532,1.82419,1.97469
2018-01,2,2018-03,ensamble,0.46437,0.36314,-0.50223,0.07517,1.00826,1.16212
2018-02,2,2018-04,ensamble,0.93928,0.48487,-0.02581,0.55060,1.47791,1.63513
2018-03,2,2018-05,ensamble,1.46952,0.93069,0.50594,1.08136,2.00290,2.16349
2018-04,2,2018-06,ensamble,1.37647,1.42933,0.41441,0.98360,1.90857,2.06855
2018-05,2,2018-07,ensamble,1.35547,1.61610,0.39493,0.95969,1.88629,2.04566
2018-06,2,2018-08,ensamble,1.08903,1.07058,0.12999,0.69354,1.61856,1.77733
2018-07,2,2018-09,ensamble,1.39100,1.28028,0.43348,0.99581,1.91925,2.07741
2018-08,2,2018-10,ensamble,1.98786,1.84089,1.03185,1.59297,2.51483,2.67238
2018-09,2,2018-11,ensamble,2.21546,2.16710,1.26097,1.82087,2.74116,2.89810
2018-10,2,2018-12,ensamble,2.23535,2.19252,1.28237,1.84105,2.75976,2.91609
2018-11,2,2019-01,ensamble,2.37850,2.12916,1.42704,1.98451,2.90164,3.05736
2018-12,2,2019-02,ensamble,2.33619,2.00339,1.38624,1.94249,2.85804,3.01316
2019-01,2,2019-03,ensamble,2.22909,2.24744,1.28065,1.83569,2.74966,2.90417
2019-02,2,2019-04,ensamble,2.37876,2.59265,1.43184,1.98588,2.89807,3.05194
2019-03,2,2019-05,ensamble,2.67655,2.72513,1.73114,2.28420,3.19459,3.34784
2019-04,2,2019-06,ensamble,2.41998,2.29478,1.47609,2.02815,2.93676,3.08939
2019-05,2,2019-07,ensamble,2.35549,2.11191,1.41311,1.96419,2.87101,3.02301
2019-06,2,2019-08,ensamble,2.11761,2.03972,1.17674,1.72683,2.63187,2.78324
2019-07,2,2019-09,ensamble,2.06563,1.85101,1.12628,1.67538,2.57863,2.72937
2019-08,2,2019-10,ensamble,1.92692,1.88056,0.98909,1.53720,2.43865,2.58877
2019-09,2,2019-11,ensamble,1.65083,1.86680,0.71451,1.26163,2.16130,2.31080
2019-10,2,2019-12,ensamble,1.75903,1.90009,0.82422,1.37035,2.26824,2.41710
2019-11,2,2020-01,ensamble,1.92819,1.88836,0.99489,1.54003,2.43613,2.58437
2019-12,2,2020-02,ensamble,2.07848,1.90404,1.14655,1.69424,2.58464,2.73384
2020-01,2,2020-03,ensamble,1.73968,1.82153,0.80912,1.35934,2.24405,2.39422
2020-02,2,2020-04,ensamble,1.63814,1.72449,0.70894,1.26170,2.14073,2.29186
2020-03,2,2020-05,ensamble,1.77829,1.78192,0.85046,1.40576,2.27909,2.43119
2020-04,2,2020-06,ensamble,1.78100,1.59873,0.85454,1.41238,2.28002,2.43308
2020-05,2,2020-07,ensamble,1.97645,1.86170,1.05135,1.61173,2.47368,2.62771
2020-06,2,2020-08,ensamble,1.58359,1.68740,0.65986,1.22278,2.07904,2.23403
2020-07,2,2020-09,ensamble,2.07825,1.81955,1.15589,1.72135,2.57192,2.72786
2020-08,2,2020-10,ensamble,1.69443,1.72400,0.77344,1.34144,2.18632,2.34323
2020-09,2,2020-11,ensamble,1.62757,2.14221,0.70795,1.27848,2.11767,2.27555
2020-10,2,2020-12,ensamble,1.63521,1.97323,0.71695,1.28775,2.12158,2.28237
2020-11,2,2021-01,ensamble,2.35424,2.67555,1.43734,2.00840,2.85861,3.00057
2020-12,2,2021-02,ensamble,2.25180,2.40134,1.33627,1.90759,2.75439,2.89731
2021-01,2,2021-03,ensamble,2.93842,2.59818,2.02427,2.59585,3.43923,3.58312
2021-02,2,2021-04,ensamble,2.49453,2.38370,1.58174,2.15358,2.99355,3.13840
2021-03,2,2021-05,ensamble,2.63322,2.44746,1.72180,2.28944,3.13046,3.27627
2021-04,2,2021-06,ensamble,2.61126,3.25461,1.70120,2.26837,3.10671,3.25349
2021-05,2,2021-07,ensamble,2.70385,3.81460,1.79516,2.36184,3.19752,3.34526
2021-06,2,2021-08,ensamble,3.56296,4.95280,2.65563,3.22183,4.07157,4.21304
2021-07,2,2021-09,ensamble,4.45999,5.22957,3.55404,4.11975,4.97463,5.15396
2021-08,2,2021-10,ensamble,5.56641,5.82601,4.66182,5.22692,6.08639,6.35755
2021-09,2,2021-11,ensamble,5.33376,5.65515,4.43054,4.99501,5.86458,6.14257
2021-10,2,2021-12,ensamble,6.04210,6.43039,5.14024,5.70409,6.57163,6.84873
2021-11,2,2022-01,ensamble,5.74733,5.68492,4.84684,5.41006,6.27558,6.55178
2021-12,2,2022-02,ensamble,6.78341,6.14704,5.88429,6.44689,7.31038,7.58568
2022-01,2,2022-03,ensamble,6.03928,6.82409,5.14152,5.70350,6.56497,6.83937
2022-02,2,2022-04,ensamble,6.31153,7.96465,5.41514,5.96863,6.83594,7.10944
2022-03,2,2022-05,ensamble,7.37053,8.09114,6.47551,7.02852,7.91442,8.17692
2022-04,2,2022-06,ensamble,7.93567,8.81263,7.04202,7.59454,8.52376,8.86227
2022-05,2,2022-07,ensamble,7.39201,8.74084,6.49972,7.05177,7.99947,8.31226
2022-06,2,2022-08,ensamble,7.93336,8.39799,7.04245,7.59387,8.55513,8.86293
2022-07,2,2022-09,ensamble,8.30021,8.52985,7.41066,7.96146,8.93956,9.45858
2022-08,2,2022-10,ensamble,8.11589,8.27520,7.22771,7.77788,8.75324,9.26830
2022-09,2,2022-11,ensamble,7.99552,8.44723,7.10870,7.65825,8.63087,9.14198
2022-10,2,2022-12,ensamble,7.66553,8.45916,6.78008,7.32901,8.29888,8.80604
2022-11,2,2023-01,ensamble,8.35083,8.66427,7.46675,8.01505,8.98218,9.48538
2022-12,2,2023-02,ensamble,8.83984,8.64592,7.95713,8.50481,9.48704,9.96844
2023-01,2,2023-03,ensamble,7.84237,8.40057,6.96102,7.50808,8.48829,8.96502
2023-02,2,2023-04,ensamble,7.04235,7.96505,6.16237,6.70880,7.68698,8.15905
2023-03,2,2023-05,ensamble,7.50180,7.89389,6.62318,7.16899,8.14514,8.61254
2023-04,2,2023-06,ensamble,6.79620,6.46150,5.92364,6.46449,7.45110,7.90224
2023-05,2,2023-07,ensamble,6.29445,5.88160,5.42795,5.96383,6.94807,7.39580
2023-06,2,2023-08,ensamble,5.32496,5.57615,4.46452,4.99083,5.97729,6.42161
2023-07,2,2023-09,ensamble,5.07588,5.04455,4.22149,4.73786,5.72693,6.16782
2023-08,2,2023-10,ensamble,5.03277,4.34308,4.18443,4.69530,5.68253,6.12001
2023-09,2,2023-11,ensamble,4.39596,3.63647,3.55368,4.05904,5.04444,5.47850
2023-10,2,2023-12,ensamble,3.26144,3.23738,2.41589,2.91854,3.90864,4.33928
2023-11,2,2024-01,ensamble,2.93365,3.02392,2.07886,2.57674,3.57956,4.00678
2023-12,2,2024-02,ensamble,3.14106,3.29407,2.28925,2.78806,3.78569,4.20949
2024-01,2,2024-03,ensamble,2.27391,3.04505,1.42507,1.92482,2.91725,3.33764
2024-02,2,2024-04,ensamble,2.41303,2.42208,1.56717,2.06482,3.05437,3.47206
2024-03,2,2024-05,ensamble,2.59756,2.00494,1.75468,2.25024,3.25118,3.65189
2024-04,2,2024-06,ensamble,2.53012,2.28538,1.69023,2.18369,3.18246,3.57975
2024-05,2,2024-07,ensamble,2.21898,2.12766,1.38206,1.84645,2.87003,3.26391
2024-06,2,2024-08,ensamble,2.06110,2.03410,1.22716,1.69248,2.71087,3.10133
2024-07,2,2024-09,ensamble,2.12791,1.77501,1.29694,1.76319,2.77639,3.16343
2024-08,2,2024-10,ensamble,2.61296,2.00918,1.78497,2.25215,3.26015,3.64378
2024-09,2,2024-11,ensamble,2.29951,2.27199,1.47450,1.93956,2.94542,3.32563
2024-10,2,2024-12,ensamble,1.97995,1.96630,1.15792,1.59127,2.62458,3.00137
2024-11,2,2025-01,ensamble,2.22616,1.85158,1.40711,1.83800,2.86950,3.24288
2024-12,2,2025-02,ensamble,1.75779,1.47733,0.94171,1.37316,2.39913,2.76980
2025-01,2,2025-03,ensamble,1.08826,1.27718,0.27517,0.70282,1.72761,2.09558
2025-02,2,2025-04,ensamble,1.28867,1.65183,0.47856,0.90459,1.92602,2.29129
2025-03,2,2025-05,ensamble,1.66977,1.68666,0.86264,1.28705,2.30512,2.66769
2025-04,2,2025-06,ensamble,1.83406,1.69371,1.02990,1.45270,2.46741,2.82727
2025-05,2,2025-07,ensamble,1.61826,1.68880,0.81708,1.23825,2.24961,2.60677
2025-06,2,2025-08,ensamble,1.59460,1.10633,0.79640,1.21596,2.22396,2.57841
2025-07,2,2025-09,ensamble,1.86760,1.35839,1.07238,1.49031,2.49496,2.84671
2025-08,2,2025-10,ensamble,1.41089,1.35177,0.61864,1.02221,2.03624,2.38530
2025-09,2,2025-11,ensamble,1.34102,1.36861,0.55175,0.94762,1.96437,2.31072
2025-10,2,2025-12,ensamble,1.27197,1.50880,0.48569,0.87910,1.89374,2.23698
2025-11,2,2026-01,ensamble,1.63773,1.70092,0.85442,1.24538,2.25791,2.59803
2025-12,2,2026-02,ensamble,1.68413,2.21417,0.90379,1.29230,2.30272,2.63973
2026-01,2,2026-03,ensamble,1.43643,3.80455,0.65908,1.04513,2.05344,2.38734
2026-02,2,2026-04,ensamble,1.90778,4.01414,1.13341,1.51700,2.52319,2.85398
2026-03,2,2026-05,ensamble,4.49511,3.90505,3.72372,4.10486,5.12647,5.62967
2026-04,2,2026-06,ensamble,4.93850,4.00891,4.17008,4.54877,5.58570,6.29041
2026-05,2,2026-07,ensamble,4.44156,4.06515,3.67612,4.04756,5.08747,5.79244
2026-06,2,2026-08,ensamble,4.76533,4.43781,3.88544,4.36730,5.40996,6.11518
2026-07,2,2026-09,ensamble,4.72489,,3.84627,4.32851,5.36823,6.07372
2026-08,2,2026-10,ensamble,4.74559,,3.86995,4.34951,5.38694,6.08847
2015-03,3,2015-06,ensamble,2.79939,3.54491,2.36642,2.54700,3.49448,3.53549
2015-04,3,2015-07,ensamble,2.84181,3.56292,2.41224,2.59513,3.53473,3.57622
2015-05,3,2015-08,ensamble,3.71901,4.04267,3.29285,3.47804,4.42349,4.56248
2015-06,3,2015-09,ensamble,3.87868,3.90456,3.45592,3.64341,4.60130,4.71758
2015-07,3,2015-10,ensamble,3.97057,3.66020,3.55121,3.74101,4.69901,4.80491
2015-08,3,2015-11,ensamble,4.37085,4.17257,3.95489,4.14699,5.09684,5.20062
2015-09,3,2015-12,ensamble,3.96755,4.39793,3.55500,3.74940,4.69111,4.79276
2015-10,3,2016-01,ensamble,3.83343,4.60869,3.42428,3.56393,4.55454,4.65407
2015-11,3,2016-02,ensamble,4.20823,4.47376,3.80248,3.94444,4.92797,5.02431
2015-12,3,2016-03,ensamble,4.24288,4.30108,3.84054,3.98479,4.96124,5.05440
2016-01,3,2016-04,ensamble,4.20487,3.90721,3.80593,3.95249,4.94307,5.01204
2016-02,3,2016-05,ensamble,3.60607,3.54062,3.21053,3.35939,4.34183,4.40868
2016-03,3,2016-06,ensamble,3.57447,3.34162,3.18233,3.33349,4.30778,4.37252
2016-04,3,2016-07,ensamble,3.07404,2.96196,2.68531,2.79328,3.80492,3.86753
2016-05,3,2016-08,ensamble,2.82646,2.94253,2.44113,2.54851,3.55490,3.61539
2016-06,3,2016-09,ensamble,2.90282,3.12667,2.52089,2.62769,3.62881,3.68720
2016-07,3,2016-10,ensamble,2.63369,3.40529,2.25517,2.36137,3.35724,3.41351
2016-08,3,2016-11,ensamble,2.55151,3.34963,2.17639,2.28201,3.27262,3.32677
2016-09,3,2016-12,ensamble,2.34257,3.23488,1.96906,2.07673,3.06230,3.11782
2016-10,3,2017-01,ensamble,2.58524,3.09636,2.21336,2.32307,3.32588,3.36049
2016-11,3,2017-02,ensamble,3.06593,3.24979,2.69566,2.80743,3.82970,3.86234
2016-12,3,2017-03,ensamble,3.10560,3.97485,2.73695,2.85076,3.87924,3.98850
2017-01,3,2017-04,ensamble,3.32087,3.69472,2.95384,3.06970,4.09417,4.20141
2017-02,3,2017-05,ensamble,3.33847,3.03980,2.97306,3.09096,4.11143,4.21666
2017-03,3,2017-06,ensamble,4.50054,2.73244,4.13676,4.25670,5.27563,5.38882
2017-04,3,2017-07,ensamble,3.82386,2.85207,3.46169,3.58368,4.59891,4.71156
2017-05,3,2017-08,ensamble,3.02529,3.17381,2.66474,2.75298,3.80032,3.91242
2017-06,3,2017-09,ensamble,2.63578,2.94500,2.15856,2.33812,3.41078,3.52233
2017-07,3,2017-10,ensamble,2.44418,2.04014,1.59904,2.14562,3.21884,3.33016
2017-08,3,2017-11,ensamble,2.86975,1.54434,2.03612,2.57128,3.64407,3.75515
2017-09,3,2017-12,ensamble,2.45335,1.36486,1.63124,2.15499,3.22733,3.33817
2017-10,3,2018-01,ensamble,1.69817,1.25319,0.88757,1.39248,2.47181,2.58241
2017-11,3,2018-02,ensamble,1.31520,1.17956,0.12240,0.97246,2.08850,2.19887
2017-12,3,2018-03,ensamble,0.56407,0.36314,-0.66658,0.17738,1.33703,1.44716
2018-01,3,2018-04,ensamble,0.93604,0.48487,-0.28868,0.51972,1.70866,1.81855
2018-02,3,2018-05,ensamble,1.48923,0.93069,0.27043,1.07700,2.26151,2.37117
2018-03,3,2018-06,ensamble,1.84027,1.42933,0.62739,1.43214,2.61221,2.72163
2018-04,3,2018-07,ensamble,1.49750,1.61610,0.29054,1.05251,2.26909,2.37828
2018-05,3,2018-08,ensamble,0.91926,1.07058,-0.28177,0.46871,1.68825,1.79947
2018-06,3,2018-09,ensamble,1.30000,1.28028,0.10489,0.85007,2.06638,2.17963
2018-07,3,2018-10,ensamble,1.99321,1.84089,0.80402,1.54390,2.75698,2.87226
2018-08,3,2018-11,ensamble,2.32509,2.16710,1.14182,1.87639,3.08625,3.20357
2018-09,3,2018-12,ensamble,2.34209,2.19252,1.16475,1.89401,3.10064,3.21999
2018-10,3,2019-01,ensamble,2.31722,2.12916,1.14581,1.86977,3.07318,3.19455
2018-11,3,2019-02,ensamble,2.44415,2.00339,1.27866,1.99731,3.19749,3.32090
2018-12,3,2019-03,ensamble,2.48376,2.24744,1.32419,2.03754,3.23449,3.35993
2019-01,3,2019-04,ensamble,2.58748,2.59265,1.43383,2.14188,3.33561,3.46308
2019-02,3,2019-05,ensamble,2.46861,2.72513,1.32088,2.02362,3.21413,3.34363
2019-03,3,2019-06,ensamble,2.51846,2.29478,1.37665,2.07390,3.26154,3.39290
2019-04,3,2019-07,ensamble,2.29447,2.11191,1.15860,1.85034,3.03511,3.16834
2019-05,3,2019-08,ensamble,2.41707,2.03972,1.28712,1.97336,3.15527,3.29036
2019-06,3,2019-09,ensamble,2.07869,1.85101,0.95465,1.63539,2.81444,2.95140
2019-07,3,2019-10,ensamble,2.07018,1.88056,0.95207,1.62730,2.80349,2.94231
2019-08,3,2019-11,ensamble,1.79886,1.86680,0.68667,1.35641,2.52973,2.67042
2019-09,3,2019-12,ensamble,1.66966,1.90009,0.56340,1.22763,2.39810,2.54065
2019-10,3,2020-01,ensamble,1.86226,1.88836,0.76192,1.42065,2.58826,2.73267
2019-11,3,2020-02,ensamble,2.06468,1.90404,0.97026,1.62350,2.78824,2.93452
2019-12,3,2020-03,ensamble,1.88937,1.82153,0.80088,1.44861,2.61049,2.75863
2020-01,3,2020-04,ensamble,1.67852,1.72449,0.59294,1.24074,2.39826,2.54600
2020-02,3,2020-05,ensamble,1.56859,1.78192,0.48593,1.13379,2.28695,2.43429
2020-03,3,2020-06,ensamble,2.06004,1.59873,0.98029,1.62822,2.77702,2.92396
2020-04,3,2020-07,ensamble,1.89124,1.86170,0.81442,1.46241,2.60685,2.75338
2020-05,3,2020-08,ensamble,2.13596,1.68740,1.06206,1.71012,2.85020,2.99633
2020-06,3,2020-09,ensamble,1.72133,1.81955,0.65034,1.27888,2.43419,2.57992
2020-07,3,2020-10,ensamble,2.07527,1.72400,1.00720,1.63324,2.78675,2.93208
2020-08,3,2020-11,ensamble,1.57006,2.14221,0.50491,1.12436,2.28017,2.42509
2020-09,3,2020-12,ensamble,1.63673,1.97323,0.57449,1.19139,2.34546,2.48998
2020-10,3,2021-01,ensamble,1.77009,2.67555,0.71078,1.32511,2.47745,2.62157
2020-11,3,2021-02,ensamble,2.53216,2.40134,1.47576,2.08760,3.23894,3.38186
2020-12,3,2021-03,ensamble,2.23240,2.59818,1.17892,1.78826,2.93860,3.08032
2021-01,3,2021-04,ensamble,3.10777,2.38370,2.05720,2.66405,3.82475,3.99259
2021-02,3,2021-05,ensamble,2.44029,2.44746,1.39265,1.99700,3.15590,3.32454
2021-03,3,2021-06,ensamble,3.01420,3.25461,1.96947,2.57133,3.72844,3.89787
2021-04,3,2021-07,ensamble,2.27489,3.81460,1.23308,1.82847,2.98775,3.15798
2021-05,3,2021-08,ensamble,2.96568,4.95280,1.92679,2.51963,3.67716,3.84820
2021-06,3,2021-09,ensamble,3.54292,5.22957,2.50694,3.09722,4.25302,4.42486
2021-07,3,2021-10,ensamble,4.59875,5.82601,3.56569,4.15341,5.32231,5.49796
2021-08,3,2021-11,ensamble,5.17430,5.65515,4.14415,4.72932,5.91982,6.10580
2021-09,3,2021-12,ensamble,5.64907,6.43039,4.62184,5.20451,6.41806,6.88315
2021-10,3,2022-01,ensamble,5.65569,5.68492,4.63139,5.21156,6.43002,7.02356
2021-11,3,2022-02,ensamble,6.34719,6.14704,5.32580,5.90347,7.12117,7.70724
2021-12,3,2022-03,ensamble,6.70970,6.82409,5.69123,6.26641,7.48486,8.06194
2022-01,3,2022-04,ensamble,6.45998,7.96465,5.44442,6.01710,7.23511,7.80441
2022-02,3,2022-05,ensamble,6.26084,8.09114,5.24820,5.81839,7.03594,7.59745
2022-03,3,2022-06,ensamble,7.11007,8.81263,6.10035,6.66804,7.88515,8.43888
2022-04,3,2022-07,ensamble,7.29819,8.74084,6.29138,6.85658,8.07466,8.81337
2022-05,3,2022-08,ensamble,6.73484,8.39799,5.73096,6.29366,7.51785,8.31496
2022-06,3,2022-09,ensamble,7.93669,8.52985,6.93572,7.49592,8.73481,9.62732
2022-07,3,2022-10,ensamble,8.05852,8.27520,7.06047,7.62074,8.92066,9.74875
2022-08,3,2022-11,ensamble,8.01398,8.44723,7.01885,7.57919,8.90169,9.70382
2022-09,3,2022-12,ensamble,7.55633,8.45916,6.56412,7.12451,8.44173,9.24577
2022-10,3,2023-01,ensamble,7.95101,8.66427,6.96171,7.52217,8.83410,9.64005
2022-11,3,2023-02,ensamble,8.31190,8.64592,7.32552,7.88605,9.19268,10.00054
2022-12,3,2023-03,ensamble,8.00483,8.40057,7.02137,7.58197,8.90136,9.69308
2023-01,3,2023-04,ensamble,7.04474,7.96505,6.06420,6.62486,7.94021,8.73259
2023-02,3,2023-05,ensamble,6.76817,7.89389,5.79055,6.35127,7.66259,8.45562
2023-03,3,2023-06,ensamble,6.40934,6.46150,5.43463,5.99542,7.30271,8.09639
2023-04,3,2023-07,ensamble,6.09818,5.88160,5.12639,5.68725,7.00102,7.78484
2023-05,3,2023-08,ensamble,5.83195,5.57615,4.86636,5.42171,6.73714,7.51802
2023-06,3,2023-09,ensamble,4.93485,5.04455,3.97545,4.52529,5.83977,6.62033
2023-07,3,2023-10,ensamble,4.85890,4.34308,3.90568,4.45003,5.76356,6.54379
2023-08,3,2023-11,ensamble,4.57615,3.63647,3.62913,4.16798,5.48055,6.26046
2023-09,3,2023-12,ensamble,3.84648,3.23738,2.90566,3.43899,4.75062,5.53020
2023-10,3,2024-01,ensamble,3.20901,3.02392,2.27438,2.78614,4.11289,4.89214
2023-11,3,2024-02,ensamble,2.89732,3.29407,1.93115,2.45529,3.80094,4.57986
2023-12,3,2024-03,ensamble,2.51449,3.04505,1.54913,2.06880,3.41785,4.19645
2024-01,3,2024-04,ensamble,1.84110,2.42208,0.87653,1.39576,2.74419,3.52246
2024-02,3,2024-05,ensamble,2.19854,2.00494,1.23478,1.75356,3.10137,3.87932
2024-03,3,2024-06,ensamble,2.92443,2.28538,1.96147,2.47987,3.82621,4.60462
2024-04,3,2024-07,ensamble,2.44321,2.12766,1.48106,1.99907,3.34394,4.12282
2024-05,3,2024-08,ensamble,2.06573,2.03410,1.10438,1.62201,2.96541,3.74475
2024-06,3,2024-09,ensamble,2.18248,1.77501,1.22193,1.73535,3.08110,3.86090
2024-07,3,2024-10,ensamble,2.54598,2.00918,1.58623,2.09921,3.44356,4.22382
2024-08,3,2024-11,ensamble,2.82767,2.27199,1.86873,2.38126,3.72420,4.50493
2024-09,3,2024-12,ensamble,2.09355,1.96630,1.13541,1.64749,2.98902,3.77021
2024-10,3,2025-01,ensamble,2.09581,1.85158,1.13847,1.64672,2.99023,3.77189
2024-11,3,2025-02,ensamble,1.90243,1.47733,0.94590,1.45025,2.79580,3.57792
2024-12,3,2025-03,ensamble,1.37510,1.27718,0.41937,0.92393,2.26741,3.05000
2025-01,3,2025-04,ensamble,1.25094,1.65183,0.29601,0.80004,2.14095,2.92526
2025-02,3,2025-05,ensamble,1.41284,1.68666,0.45871,0.96219,2.30054,3.08657
2025-03,3,2025-06,ensamble,1.63487,1.69371,0.68154,1.18448,2.52026,3.30800
2025-04,3,2025-07,ensamble,1.82510,1.68880,0.87258,1.37497,2.70819,3.49765
2025-05,3,2025-08,ensamble,1.44053,1.10633,0.48881,0.99066,2.32131,3.11249
2025-06,3,2025-09,ensamble,1.88365,1.35839,0.93273,1.43404,2.76213,3.55502
2025-07,3,2025-10,ensamble,1.98549,1.35177,1.03537,1.53614,2.86166,3.65627
2025-08,3,2025-11,ensamble,1.31525,1.36861,0.36594,0.86616,2.18911,2.98544
2025-09,3,2025-12,ensamble,1.41410,1.50880,0.46559,0.96192,2.28566,3.08371
2025-10,3,2026-01,ensamble,1.45284,1.70092,0.50514,0.99154,2.32210,3.12186
2025-11,3,2026-02,ensamble,1.66509,2.21417,0.71819,1.20480,2.52723,3.33352
2025-12,3,2026-03,ensamble,1.47464,3.80455,0.52855,1.01537,2.32967,3.14249
2026-01,3,2026-04,ensamble,1.19612,4.01414,0.25082,0.73786,2.04403,2.86338
2026-02,3,2026-05,ensamble,1.99817,3.90505,1.05368,1.54093,2.83898,3.66484
2026-03,3,2026-06,ensamble,4.56453,4.00891,3.62084,4.10830,5.44532,6.25318
2026-04,3,2026-07,ensamble,5.04020,4.06515,4.09732,4.58498,5.93673,6.75554
2026-05,3,2026-08,ensamble,5.32763,4.43781,4.38555,4.87342,6.23125,7.16368
2026-06,3,2026-09,ensamble,5.01341,,4.07213,4.54212,5.91677,6.84755
2026-07,3,2026-10,ensamble,4.90371,,3.93184,4.39201,5.80681,6.73593
2026-08,3,2026-11,ensamble,4.75001,,3.77823,4.23420,5.65285,6.58032
2015-04,4,2015-08,ensamble,2.93192,4.04267,2.47101,2.68288,3.71615,3.89057
2015-05,4,2015-09,ensamble,3.61346,3.90456,3.15571,3.37604,4.48960,4.66834
2015-06,4,2015-10,ensamble,3.62723,3.66020,3.17264,3.40142,4.58967,4.81749
2015-07,4,2015-11,ensamble,4.19253,4.17257,3.74110,3.97833,5.21148,5.38047
2015-08,4,2015-12,ensamble,4.41360,4.39793,3.96534,4.21103,5.49281,5.59923
2015-09,4,2016-01,ensamble,4.00391,4.60869,3.55881,3.81295,5.07860,5.18722
2015-10,4,2016-02,ensamble,3.87342,4.47376,3.43148,3.69407,4.94360,5.05441
2015-11,4,2016-03,ensamble,3.98309,4.30108,3.54432,3.81537,5.04878,5.16177
2015-12,4,2016-04,ensamble,4.03042,3.90721,3.59481,3.86649,5.08832,5.20678
2016-01,4,2016-05,ensamble,3.69982,3.54062,3.26737,3.53967,4.74993,4.87385
2016-02,4,2016-06,ensamble,3.42390,3.34162,2.99461,3.26754,4.46622,4.59561
2016-03,4,2016-07,ensamble,3.38379,2.96196,2.95767,3.23123,4.41832,4.55319
2016-04,4,2016-08,ensamble,2.85322,2.94253,2.43026,2.70445,3.87997,4.02030
2016-05,4,2016-09,ensamble,2.98730,3.12667,2.56750,2.82469,4.00626,4.15206
2016-06,4,2016-10,ensamble,2.90241,3.40529,2.48577,2.74065,3.91358,4.06485
2016-07,4,2016-11,ensamble,2.23641,3.34963,1.80898,2.04545,3.23979,3.39653
2016-08,4,2016-12,ensamble,2.25073,3.23488,1.82610,2.07139,3.24632,3.40853
2016-09,4,2017-01,ensamble,2.09209,3.09636,1.67025,1.92436,3.07989,3.24757
2016-10,4,2017-02,ensamble,2.61528,3.24979,2.19381,2.44840,3.59801,3.76964
2016-11,4,2017-03,ensamble,2.87130,3.97485,2.45020,2.70528,3.92141,4.02467
2016-12,4,2017-04,ensamble,3.21142,3.69472,2.79068,3.04625,4.25374,4.36373
2017-01,4,2017-05,ensamble,3.28270,3.03980,2.86234,3.11839,4.32382,4.43396
2017-02,4,2017-06,ensamble,3.43549,2.73244,3.01549,3.27202,4.47046,4.58569
2017-03,4,2017-07,ensamble,4.78299,2.85207,4.36336,4.62038,5.86382,5.93214
2017-04,4,2017-08,ensamble,3.67561,3.17381,3.25634,3.51385,4.75265,4.82369
2017-05,4,2017-09,ensamble,3.03824,2.94500,2.61934,2.85548,4.11150,4.18527
2017-06,4,2017-10,ensamble,2.38348,2.04014,1.87498,2.13648,3.45295,3.52946
2017-07,4,2017-11,ensamble,2.32325,1.54434,1.66255,2.03935,3.38893,3.46817
2017-08,4,2017-12,ensamble,2.90740,1.36486,2.25094,2.51258,3.96695,4.05127
2017-09,4,2018-01,ensamble,2.51430,1.25319,1.86207,2.13180,3.56770,3.65711
2017-10,4,2018-02,ensamble,1.75965,1.17956,1.11166,1.37165,2.80691,2.90140
2017-11,4,2018-03,ensamble,0.61227,0.36314,-0.14009,0.19631,1.65339,1.75296
2017-12,4,2018-04,ensamble,1.04927,0.48487,-0.20691,0.58745,2.08425,2.18891
2018-01,4,2018-05,ensamble,1.49858,0.93069,0.06861,0.98404,2.52742,2.63716
2018-02,4,2018-06,ensamble,1.83546,1.42933,0.41252,1.28787,2.85816,2.97299
2018-03,4,2018-07,ensamble,1.94952,1.61610,0.53362,1.40658,2.96608,3.08599
2018-04,4,2018-08,ensamble,1.08121,1.07058,-0.32766,0.51524,2.09163,2.21662
2018-05,4,2018-09,ensamble,1.16134,1.28028,-0.24049,0.59345,2.16562,2.29570
2018-06,4,2018-10,ensamble,1.94768,1.84089,0.55288,1.38014,2.95031,3.08098
2018-07,4,2018-11,ensamble,2.27003,2.16710,0.88227,1.70284,3.27101,3.40227
2018-08,4,2018-12,ensamble,2.48370,2.19252,1.10298,1.91686,3.48304,3.61489
2018-09,4,2019-01,ensamble,2.45211,2.12916,1.07842,1.88561,3.44979,3.58223
2018-10,4,2019-02,ensamble,2.38168,2.00339,1.01503,1.81554,3.37772,3.51075
2018-11,4,2019-03,ensamble,2.59931,2.24744,1.23970,2.03352,3.59371,3.72733
2018-12,4,2019-04,ensamble,2.89631,2.59265,1.54374,2.33087,3.88906,4.02327
