origen,h,objetivo,modelo,pronostico,real,p025,p10,p90,p975
2022-03,8,2022-11,ingenuo,6.82409,8.44723,4.44893,5.64268,8.46812,9.96227
2022-04,8,2022-12,ingenuo,7.96465,8.45916,5.59201,6.79736,9.66173,11.09833
2022-05,8,2023-01,ingenuo,8.09114,8.66427,5.72102,6.93796,9.85658,11.22030
2022-06,8,2023-02,ingenuo,8.81263,8.64592,6.44503,7.67357,10.99163,11.93728
2022-07,8,2023-03,ingenuo,8.74084,8.40057,6.37575,7.61589,11.41788,11.87964
2022-08,8,2023-04,ingenuo,8.39799,7.96505,6.03541,7.28716,11.04428,11.53300
2022-09,8,2023-05,ingenuo,8.52985,7.89389,6.16980,7.43315,11.37811,11.66107
2022-10,8,2023-06,ingenuo,8.27520,6.46150,5.91765,7.19261,11.12179,11.40262
2022-11,8,2023-07,ingenuo,8.44723,5.88160,6.09221,7.37876,11.29217,11.57086
2022-12,8,2023-08,ingenuo,8.45916,5.57615,6.10665,7.40239,11.27501,11.57900
2023-01,8,2023-09,ingenuo,8.66427,5.04455,6.31428,7.61920,11.45102,11.78031
2023-02,8,2023-10,ingenuo,8.64592,4.34308,6.29845,7.61256,11.40359,11.75817
2023-03,8,2023-11,ingenuo,8.40057,3.63647,6.05562,7.37891,11.12915,11.50903
2023-04,8,2023-12,ingenuo,7.96505,3.23738,5.62260,6.95509,10.66453,11.06970
2023-05,8,2024-01,ingenuo,7.89389,3.02392,5.55396,6.89563,10.56428,10.99475
2023-06,8,2024-02,ingenuo,6.46150,3.29407,4.12409,5.35067,9.10280,9.55857
2023-07,8,2024-03,ingenuo,5.88160,3.04505,3.44816,4.67176,8.49381,8.97488
2023-08,8,2024-04,ingenuo,5.57615,2.42208,3.08530,4.34106,8.15927,8.66563
2023-09,8,2024-05,ingenuo,5.04455,2.00494,2.47892,3.58915,7.59858,8.13023
2023-10,8,2024-06,ingenuo,4.34308,2.28538,1.65722,2.86373,6.85452,7.42805
2023-11,8,2024-07,ingenuo,3.63647,2.12766,0.76316,2.09777,6.10533,6.72073
2023-12,8,2024-08,ingenuo,3.23738,2.03410,-0.32709,1.52089,5.66365,6.32092
2024-01,8,2024-09,ingenuo,3.02392,1.77501,-1.21061,1.22106,5.40760,6.10674
2024-02,8,2024-10,ingenuo,3.29407,2.00918,-0.92339,1.38007,5.63516,6.37616
2024-03,8,2024-11,ingenuo,3.04505,2.27199,-1.15533,0.90452,5.34355,6.12642
2024-04,8,2024-12,ingenuo,2.42208,1.96630,-1.76122,0.06202,4.67799,5.50274
2024-05,8,2025-01,ingenuo,2.00494,1.85158,-2.16128,-0.43726,4.21826,5.08488
2024-06,8,2025-02,ingenuo,2.28538,1.47733,-1.86376,-0.15098,4.45612,5.36461
2024-07,8,2025-03,ingenuo,2.12766,1.27718,-2.00440,-0.30285,4.25582,5.20617
2024-08,8,2025-04,ingenuo,2.03410,1.65183,-2.08089,-0.38635,4.14619,5.11188
2024-09,8,2025-05,ingenuo,1.77501,1.68666,-2.32290,-0.63537,3.87105,4.85208
2024-10,8,2025-06,ingenuo,2.00918,1.69371,-2.07165,-0.39114,4.08917,5.08553
2024-11,8,2025-07,ingenuo,2.27199,1.68880,-1.79176,-0.11826,4.33592,5.34762
2024-12,8,2025-08,ingenuo,1.96630,1.10633,-2.08037,-0.41389,4.01418,5.04122
2025-01,8,2025-09,ingenuo,1.85158,1.35839,-2.17801,-0.51854,3.88340,4.92578
2025-02,8,2025-10,ingenuo,1.47733,1.35177,-2.53519,-0.88273,3.49309,4.55081
2025-03,8,2025-11,ingenuo,1.27718,1.36861,-2.71826,-1.07281,3.27689,4.34994
2025-04,8,2025-12,ingenuo,1.65183,1.50880,-2.32653,-0.68809,3.63549,4.72388
2025-05,8,2026-01,ingenuo,1.68666,1.70092,-2.27462,-0.64320,3.65426,4.75799
2025-06,8,2026-02,ingenuo,1.69371,2.21417,-2.25049,-0.60893,3.64495,4.76432
2025-07,8,2026-03,ingenuo,1.68880,3.80455,-2.23832,-0.58663,3.62367,4.75869
2025-08,8,2026-04,ingenuo,1.10633,4.01414,-2.80372,-1.14188,3.02484,4.17550
2025-09,8,2026-05,ingenuo,1.35839,3.90505,-2.53458,-0.86260,3.26054,4.42685
2025-10,8,2026-06,ingenuo,1.35177,4.00891,-2.52412,-0.84200,3.23756,4.41951
2025-11,8,2026-07,ingenuo,1.36861,4.06515,-2.49020,-0.79795,3.23803,4.43563
2025-12,8,2026-08,ingenuo,1.50880,4.43781,-2.33294,-0.63055,3.36185,4.57510
2026-01,8,2026-09,ingenuo,1.70092,,-2.12374,-0.41121,3.53761,4.76650
2026-02,8,2026-10,ingenuo,2.21417,,-1.59341,0.12925,4.03449,5.27903
2026-03,8,2026-11,ingenuo,3.80455,,0.01404,1.74685,5.77215,6.86869
2026-04,8,2026-12,ingenuo,4.01414,,0.24072,1.96078,6.11507,7.07757
2026-05,8,2027-01,ingenuo,3.90505,,0.14871,1.85603,6.03072,6.96776
2026-06,8,2027-02,ingenuo,4.00891,,0.26964,1.96423,6.43002,7.07090
2026-07,8,2027-03,ingenuo,4.06515,,0.34296,2.02481,6.61623,7.12642
2026-08,8,2027-04,ingenuo,4.43781,,0.73270,2.40181,7.04339,7.49836
2015-09,9,2016-06,ingenuo,3.90456,3.34162,3.21515,3.46079,4.69711,4.97002
2015-10,9,2016-07,ingenuo,3.66020,2.96196,2.97504,3.21849,4.44807,4.71497
2015-11,9,2016-08,ingenuo,4.17257,2.94253,3.49165,3.73289,5.01768,5.51878
2015-12,9,2016-09,ingenuo,4.39793,3.12667,3.72126,3.96030,5.45269,5.78485
2016-01,9,2016-10,ingenuo,4.60869,3.40529,3.93626,4.17310,5.94010,6.07354
2016-02,9,2016-11,ingenuo,4.47376,3.34963,3.80558,4.04022,5.79855,5.93393
2016-03,9,2016-12,ingenuo,4.30108,3.23488,3.63715,3.86958,5.61926,5.75657
2016-04,9,2017-01,ingenuo,3.90721,3.09636,3.24753,3.47776,5.21877,5.35802
2016-05,9,2017-02,ingenuo,3.54062,3.24979,2.88518,3.09277,4.83177,4.98674
2016-06,9,2017-03,ingenuo,3.34162,3.97485,2.69042,2.85000,4.61238,4.78306
2016-07,9,2017-04,ingenuo,2.96196,3.69472,2.24817,2.41729,4.21232,4.39872
2016-08,9,2017-05,ingenuo,2.94253,3.03980,2.08903,2.34702,4.17249,4.37461
2016-09,9,2017-06,ingenuo,3.12667,2.73244,1.89148,2.46893,4.33623,4.55406
2016-10,9,2017-07,ingenuo,3.40529,2.85207,2.17113,2.67152,4.59444,4.82800
2016-11,9,2017-08,ingenuo,3.34963,3.17381,2.11650,2.46145,4.51839,4.76766
2016-12,9,2017-09,ingenuo,3.23488,2.94500,2.00278,2.15710,4.38324,4.64823
2017-01,9,2017-10,ingenuo,3.09636,2.04014,1.86530,2.02437,4.22432,4.50503
2017-02,9,2017-11,ingenuo,3.24979,1.54434,2.01976,2.18359,4.35735,4.65377
2017-03,9,2017-12,ingenuo,3.97485,1.36486,2.74548,2.93419,5.06001,5.37818
2017-04,9,2018-01,ingenuo,3.69472,1.25319,2.46601,2.67959,4.75747,5.09739
2017-05,9,2018-02,ingenuo,3.03980,1.17956,1.81176,2.05021,4.08016,4.44182
2017-06,9,2018-03,ingenuo,2.73244,0.36314,1.50507,1.76838,3.75041,4.13380
2017-07,9,2018-04,ingenuo,2.85207,0.48487,1.62536,1.91355,3.84763,4.25277
2017-08,9,2018-05,ingenuo,3.17381,0.93069,1.94777,2.26082,4.14697,4.57385
2017-09,9,2018-06,ingenuo,2.94500,1.42933,1.71962,2.05754,3.89576,4.34438
2017-10,9,2018-07,ingenuo,2.04014,1.61610,0.81543,0.98193,2.96851,3.43887
2017-11,9,2018-08,ingenuo,1.54434,1.07058,0.28235,0.47235,2.45031,2.94241
2017-12,9,2018-09,ingenuo,1.36486,1.28028,-0.23205,0.24073,2.24843,2.76228
2018-01,9,2018-10,ingenuo,1.25319,1.84089,-0.98592,0.05772,2.12907,2.64995
2018-02,9,2018-11,ingenuo,1.17956,2.16710,-1.08758,-0.04515,2.04775,2.57567
2018-03,9,2018-12,ingenuo,0.36314,2.19252,-2.05492,-0.89576,1.22363,1.75859
2018-04,9,2019-01,ingenuo,0.48487,2.12916,-1.93138,-1.04691,1.33767,1.87966
2018-05,9,2019-02,ingenuo,0.93069,2.00339,-1.48375,-0.85216,1.77580,2.32483
2018-06,9,2019-03,ingenuo,1.42933,2.24744,-0.98331,-0.33804,2.26675,2.82282
2018-07,9,2019-04,ingenuo,1.61610,2.59265,-0.79473,-0.13579,2.44583,3.00893
2018-08,9,2019-05,ingenuo,1.07058,2.72513,-1.33845,-0.66584,1.89261,2.46274
2018-09,9,2019-06,ingenuo,1.28028,2.29478,-1.12694,-0.44065,2.09462,2.67179
2018-10,9,2019-07,ingenuo,1.84089,2.11191,-0.56452,0.13544,2.64754,3.23175
2018-11,9,2019-08,ingenuo,2.16710,2.03972,-0.23652,0.48062,3.04298,3.55730
2018-12,9,2019-09,ingenuo,2.19252,1.85101,-0.20928,0.52503,3.15927,3.68079
2019-01,9,2019-10,ingenuo,2.12916,1.88056,-0.27084,0.48064,3.20071,3.74296
2019-02,9,2019-11,ingenuo,2.00339,1.86680,-0.39481,0.37385,3.09699,3.61587
2019-03,9,2019-12,ingenuo,2.24744,1.90009,-0.14895,0.63688,3.33756,3.85860
2019-04,9,2020-01,ingenuo,2.59265,1.88836,0.19806,1.00107,3.67928,4.20247
2019-05,9,2020-02,ingenuo,2.72513,1.90404,0.33235,1.15253,3.89388,4.37275
2019-06,9,2020-03,ingenuo,2.29478,1.82153,-0.09619,0.74116,3.44314,3.94215
2019-07,9,2020-04,ingenuo,2.11191,1.72449,-0.27726,0.57727,3.23987,3.75902
2019-08,9,2020-05,ingenuo,2.03972,1.78192,-0.34764,0.52406,3.14728,3.68658
2019-09,9,2020-06,ingenuo,1.85101,1.59873,-0.53455,0.35979,2.95508,3.49760
2019-10,9,2020-07,ingenuo,1.88056,1.86170,-0.50319,0.41378,2.98114,3.52690
2019-11,9,2020-08,ingenuo,1.86680,1.68740,-0.51515,0.42446,2.96389,3.51288
2019-12,9,2020-09,ingenuo,1.90009,1.81955,-0.48005,0.48219,2.99370,3.54592
2020-01,9,2020-10,ingenuo,1.88836,1.72400,-0.48998,0.49490,2.97848,3.53393
2020-02,9,2020-11,ingenuo,1.90404,2.14221,-0.47249,0.53502,2.99068,3.54935
2020-03,9,2020-12,ingenuo,1.82153,1.97323,-0.55319,0.47695,2.90468,3.46659
2020-04,9,2021-01,ingenuo,1.72449,2.67555,-0.64843,0.40435,2.80415,3.36929
2020-05,9,2021-02,ingenuo,1.78192,2.40134,-0.58919,0.48622,2.85810,3.42646
2020-06,9,2021-03,ingenuo,1.59873,2.59818,-0.77058,0.32747,2.67142,3.24302
2020-07,9,2021-04,ingenuo,1.86170,2.38370,-0.50756,0.59456,2.92857,3.50466
2020-08,9,2021-05,ingenuo,1.68740,2.44746,-0.68180,0.42438,2.74845,3.32904
2020-09,9,2021-06,ingenuo,1.81955,3.25461,-0.54960,0.56066,2.87479,3.45987
2020-10,9,2021-07,ingenuo,1.72400,3.81460,-0.64510,0.46923,2.77342,3.36299
2020-11,9,2021-08,ingenuo,2.14221,4.95280,-0.22683,0.89156,3.18581,3.77987
2020-12,9,2021-09,ingenuo,1.97323,5.22957,-0.39576,0.72671,3.01101,3.60957
2021-01,9,2021-10,ingenuo,2.67555,5.82601,0.30661,1.43314,3.70750,4.31056
2021-02,9,2021-11,ingenuo,2.40134,5.65515,0.03246,1.16306,3.42748,4.03503
2021-03,9,2021-12,ingenuo,2.59818,6.43039,0.22935,1.36403,3.61850,4.23055
2021-04,9,2022-01,ingenuo,2.38370,5.68492,0.01492,1.15366,3.39820,4.01473
2021-05,9,2022-02,ingenuo,2.44746,6.14704,0.07873,1.22009,3.46045,4.07717
2021-06,9,2022-03,ingenuo,3.25461,6.82409,0.88593,2.02990,4.31566,4.88299
2021-07,9,2022-04,ingenuo,3.81460,7.96465,1.44598,2.59255,4.91170,5.46582
2021-08,9,2022-05,ingenuo,4.95280,8.09114,2.58424,3.73342,6.18276,6.72100
2021-09,9,2022-06,ingenuo,5.22957,8.81263,2.86106,4.01286,6.57422,7.22222
2021-10,9,2022-07,ingenuo,5.82601,8.74084,3.45755,4.61196,7.21424,8.34861
2021-11,9,2022-08,ingenuo,5.65515,8.39799,3.28674,4.44376,7.06845,8.66117
2021-12,9,2022-09,ingenuo,6.43039,8.52985,4.06203,5.22166,7.89668,9.63769
2022-01,9,2022-10,ingenuo,5.68492,8.27520,3.31661,4.47885,7.28149,8.94005
2022-02,9,2022-11,ingenuo,6.14704,8.44723,3.77879,4.94364,7.79133,9.42582
2022-03,9,2022-12,ingenuo,6.82409,8.45916,4.45589,5.62862,8.47762,10.25273
2022-04,9,2023-01,ingenuo,7.96465,8.66427,5.59650,6.77711,9.75907,11.59268
2022-05,9,2023-02,ingenuo,8.09114,8.64592,5.72304,6.91152,10.10337,11.71591
2022-06,9,2023-03,ingenuo,8.81263,8.40057,6.44459,7.64094,11.33523,12.44230
2022-07,9,2023-04,ingenuo,8.74084,7.96505,6.37285,7.57707,11.60355,12.36759
2022-08,9,2023-05,ingenuo,8.39799,7.89389,6.03005,7.24215,11.25028,12.02183
2022-09,9,2023-06,ingenuo,8.52985,6.46150,6.16197,7.38195,11.37172,12.15078
2022-10,9,2023-07,ingenuo,8.27520,5.88160,5.90736,7.13522,11.10664,11.89321
2022-11,9,2023-08,ingenuo,8.44723,5.57615,6.07945,7.31518,11.26825,12.06233
2022-12,9,2023-09,ingenuo,8.45916,5.04455,6.09144,7.33504,11.26976,12.07135
2023-01,9,2023-10,ingenuo,8.66427,4.34308,6.29659,7.54593,11.46809,12.27354
2023-02,9,2023-11,ingenuo,8.64592,3.63647,6.27830,7.53338,11.44297,12.25229
2023-03,9,2023-12,ingenuo,8.40057,3.23738,6.03301,7.29383,11.19084,12.00402
2023-04,9,2024-01,ingenuo,7.96505,3.02392,5.59753,6.86409,10.74854,11.56558
2023-05,9,2024-02,ingenuo,7.89389,3.29407,5.52642,6.79872,10.67060,11.49151
2023-06,9,2024-03,ingenuo,6.46150,3.04505,4.09409,5.30566,9.23144,10.05621
2023-07,9,2024-04,ingenuo,5.88160,2.42208,3.51047,4.67021,8.64477,9.47340
2023-08,9,2024-05,ingenuo,5.57615,2.00494,3.18016,4.33787,8.33254,9.16503
2023-09,9,2024-06,ingenuo,5.04455,2.28538,2.59881,3.74885,7.79416,8.63052
2023-10,9,2024-07,ingenuo,4.34308,2.12766,1.73308,2.82742,7.08592,7.92614
2023-11,9,2024-08,ingenuo,3.63647,2.03410,0.77192,1.95000,6.36406,7.21919
2023-12,9,2024-09,ingenuo,3.23738,1.77501,-0.15006,1.40810,5.94971,6.81976
2024-01,9,2024-10,ingenuo,3.02392,2.00918,-1.22927,1.01800,5.72099,6.60596
2024-02,9,2024-11,ingenuo,3.29407,2.27199,-1.27789,1.12085,5.97588,6.87577
2024-03,9,2024-12,ingenuo,3.04505,1.96630,-1.51994,0.73989,5.71161,6.62641
2024-04,9,2025-01,ingenuo,2.42208,1.85158,-2.13595,0.05403,5.07338,6.00310
2024-05,9,2025-02,ingenuo,2.00494,1.47733,-2.54612,-0.37166,4.64098,5.58562
2024-06,9,2025-03,ingenuo,2.28538,1.27718,-2.25871,-0.11780,4.90617,5.86572
2024-07,9,2025-04,ingenuo,2.12766,1.65183,-2.40946,-0.27072,4.73320,5.70767
2024-08,9,2025-05,ingenuo,2.03410,1.68666,-2.49606,-0.35950,4.62437,5.61376
2024-09,9,2025-06,ingenuo,1.77501,1.69371,-2.74818,-0.61615,4.33628,5.35434
2024-10,9,2025-07,ingenuo,2.00918,1.68880,-2.50705,-0.37956,4.54144,5.58817
2024-11,9,2025-08,ingenuo,2.27199,1.10633,-2.23727,-0.11432,4.77524,5.85064
2024-12,9,2025-09,ingenuo,1.96630,1.35839,-2.53599,-0.41758,4.44054,5.54461
2025-01,9,2025-10,ingenuo,1.85158,1.35177,-2.64375,-0.52987,4.29681,5.42955
2025-02,9,2025-11,ingenuo,1.47733,1.36861,-3.01104,-0.90169,3.89355,5.05496
2025-03,9,2025-12,ingenuo,1.27718,1.50880,-3.20422,-1.09941,3.66439,4.85447
2025-04,9,2026-01,ingenuo,1.65183,1.70092,-2.82260,-0.72233,4.01004,5.22878
2025-05,9,2026-02,ingenuo,1.68666,2.21417,-2.78081,-0.68507,4.01586,5.26327
2025-06,9,2026-03,ingenuo,1.69371,3.80455,-2.76679,-0.67560,3.99389,5.26998
2025-07,9,2026-04,ingenuo,1.68880,4.01414,-2.76474,-0.68030,3.96891,5.26473
2025-08,9,2026-05,ingenuo,1.10633,3.90505,-3.34024,-1.26256,3.36637,4.68192
2025-09,9,2026-06,ingenuo,1.35839,4.00891,-3.08121,-1.01028,3.59836,4.93364
2025-10,9,2026-07,ingenuo,1.35177,4.06515,-3.08086,-1.01669,3.57167,4.92669
2025-11,9,2026-08,ingenuo,1.36861,4.43781,-3.05706,-0.99964,3.56844,4.94319
2025-12,9,2026-09,ingenuo,1.50880,,-2.90991,-0.85924,3.68855,5.08303
2026-01,9,2026-10,ingenuo,1.70092,,-2.71082,-0.66691,3.86060,5.27481
2026-02,9,2026-11,ingenuo,2.21417,,-2.19061,-0.15345,4.35378,5.78772
2026-03,9,2026-12,ingenuo,3.80455,,-0.59326,1.43714,5.93432,7.37776
2026-04,9,2027-01,ingenuo,4.01414,,-0.37670,1.64694,6.31433,7.58702
2026-05,9,2027-02,ingenuo,3.90505,,-0.47883,1.55026,6.22788,7.47759
2026-06,9,2027-03,ingenuo,4.00891,,-0.36800,1.66653,6.54620,7.58111
2026-07,9,2027-04,ingenuo,4.06515,,-0.30479,1.73518,6.69760,7.63701
2026-08,9,2027-05,ingenuo,4.43781,,0.07483,2.12024,7.12604,8.00933
2015-10,10,2016-08,ingenuo,3.66020,2.94253,3.02196,3.15572,4.55732,4.83361
2015-11,10,2016-09,ingenuo,4.17257,3.12667,3.53938,3.67840,5.11061,5.41990
2015-12,10,2016-10,ingenuo,4.39793,3.40529,3.76980,3.91409,5.42490,5.92730
2016-01,10,2016-11,ingenuo,4.60869,3.34963,3.98561,4.13517,5.85602,6.21148
2016-02,10,2016-12,ingenuo,4.47376,3.23488,3.85574,4.01056,5.93401,6.07552
2016-03,10,2017-01,ingenuo,4.30108,3.09636,3.68812,3.84820,5.76003,5.90183
2016-04,10,2017-02,ingenuo,3.90721,3.24979,3.29931,3.46465,5.36486,5.50694
2016-05,10,2017-03,ingenuo,3.54062,3.97485,2.93777,3.10838,4.99696,5.13932
2016-06,10,2017-04,ingenuo,3.34162,3.69472,2.62852,2.81649,4.76226,4.93930
2016-07,10,2017-05,ingenuo,2.96196,3.03980,2.16978,2.41305,4.34689,4.55862
2016-08,10,2017-06,ingenuo,2.94253,2.73244,2.15506,2.28611,4.29176,4.53817
2016-09,10,2017-07,ingenuo,3.12667,2.85207,2.16858,2.41565,4.44020,4.72129
2016-10,10,2017-08,ingenuo,3.40529,3.17381,2.40599,2.66917,4.68311,4.99888
2016-11,10,2017-09,ingenuo,3.34963,2.94500,2.28242,2.51985,4.59175,4.94221
2016-12,10,2017-10,ingenuo,3.23488,2.04014,1.99449,2.27727,4.44130,4.82644
2017-01,10,2017-11,ingenuo,3.09636,1.54434,1.85648,2.09307,4.26708,4.68690
2017-02,10,2017-12,ingenuo,3.24979,1.36486,2.01041,2.25183,4.38480,4.83930
2017-03,10,2018-01,ingenuo,3.97485,1.25319,2.73598,2.98221,5.07416,5.56334
2017-04,10,2018-02,ingenuo,3.69472,1.17956,2.45669,2.70708,4.77955,5.28023
2017-05,10,2018-03,ingenuo,3.03980,0.36314,1.80264,2.05717,4.11017,4.62234
2017-06,10,2018-04,ingenuo,2.73244,0.48487,1.49613,1.75482,3.78835,4.31200
2017-07,10,2018-05,ingenuo,2.85207,0.93069,1.61661,1.87945,3.89350,4.42865
2017-08,10,2018-06,ingenuo,3.17381,1.42933,1.93920,2.20619,4.20078,4.74741
2017-09,10,2018-07,ingenuo,2.94500,1.61610,1.71124,1.98238,3.95750,4.51562
2017-10,10,2018-08,ingenuo,2.04014,1.07058,0.80725,1.03153,3.03818,3.60779
2017-11,10,2018-09,ingenuo,1.54434,1.28028,0.28932,0.46867,2.52791,3.10901
2017-12,10,2018-10,ingenuo,1.36486,1.84089,-0.12125,0.16912,2.33396,2.92655
2018-01,10,2018-11,ingenuo,1.25319,2.16710,-0.54852,0.04847,2.20782,2.81190
2018-02,10,2018-12,ingenuo,1.17956,2.19252,-1.16228,-0.05590,2.13222,2.73530
2018-03,10,2019-01,ingenuo,0.36314,2.12916,-2.26508,-0.89188,1.31382,1.91589
2018-04,10,2019-02,ingenuo,0.48487,2.00339,-2.13931,-0.97927,1.43358,2.03465
2018-05,10,2019-03,ingenuo,0.93069,2.24744,-1.68944,-0.82108,1.87742,2.47749
2018-06,10,2019-04,ingenuo,1.42933,2.59265,-1.18677,-0.38537,2.37409,2.97316
2018-07,10,2019-05,ingenuo,1.61610,2.72513,-0.99596,-0.18456,2.55888,3.15695
2018-08,10,2019-06,ingenuo,1.07058,2.29478,-1.53745,-0.71604,2.01138,2.60844
2018-09,10,2019-07,ingenuo,1.28028,2.11191,-1.32371,-0.49229,2.21911,2.81517
2018-10,10,2019-08,ingenuo,1.84089,2.03972,-0.75905,0.08237,2.77775,3.37281
2018-11,10,2019-09,ingenuo,2.16710,1.85101,-0.42881,0.42262,3.10198,3.69603
2018-12,10,2019-10,ingenuo,2.19252,1.88056,-0.39935,0.46729,3.14518,3.71848
2019-01,10,2019-11,ingenuo,2.12916,1.86680,-0.45868,0.42317,3.13045,3.73603
2019-02,10,2019-12,ingenuo,2.00339,1.90009,-0.58041,0.31664,3.07679,3.60924
2019-03,10,2020-01,ingenuo,2.24744,1.88836,-0.33232,0.57994,3.47721,3.85227
2019-04,10,2020-02,ingenuo,2.59265,1.90404,0.01692,0.94439,3.83267,4.19645
2019-05,10,2020-03,ingenuo,2.72513,1.82153,0.15344,1.09612,3.94981,4.32792
2019-06,10,2020-04,ingenuo,2.29478,1.72449,-0.27287,0.68502,3.54675,3.89655
2019-07,10,2020-05,ingenuo,2.11191,1.78192,-0.45170,0.52140,3.35463,3.71266
2019-08,10,2020-06,ingenuo,2.03972,1.59873,-0.51985,0.46845,3.27318,3.63945
2019-09,10,2020-07,ingenuo,1.85101,1.86170,-0.70453,0.29898,3.07521,3.44971
2019-10,10,2020-08,ingenuo,1.88056,1.68740,-0.67093,0.35085,3.09868,3.47824
2019-11,10,2020-09,ingenuo,1.86680,1.81955,-0.68066,0.35940,3.07882,3.46346
2019-12,10,2020-10,ingenuo,1.90009,1.72400,-0.64333,0.41501,3.10603,3.49573
2020-01,10,2020-11,ingenuo,1.88836,2.14221,-0.65103,0.42558,3.08820,3.48297
2020-02,10,2020-12,ingenuo,1.90404,1.97323,-0.63131,0.46358,3.09780,3.49763
2020-03,10,2021-01,ingenuo,1.82153,2.67555,-0.70977,0.40339,3.00920,3.41411
2020-04,10,2021-02,ingenuo,1.72449,2.40134,-0.80278,0.32866,2.90607,3.31604
2020-05,10,2021-03,ingenuo,1.78192,2.59818,-0.74131,0.40840,2.95741,3.37245
2020-06,10,2021-04,ingenuo,1.59873,2.38370,-0.92046,0.24752,2.76813,3.18824
2020-07,10,2021-05,ingenuo,1.86170,2.44746,-0.65346,0.53280,3.02501,3.45019
2020-08,10,2021-06,ingenuo,1.68740,3.25461,-0.82107,0.36549,2.84528,3.27414
2020-09,10,2021-07,ingenuo,1.81955,3.81460,-0.68222,0.50463,2.97201,3.40454
2020-10,10,2021-08,ingenuo,1.72400,4.95280,-0.77109,0.41606,2.87103,3.30724
2020-11,10,2021-09,ingenuo,2.14221,5.22957,-0.34619,0.84125,3.28381,3.72370
2020-12,10,2021-10,ingenuo,1.97323,5.82601,-0.50848,0.67926,3.10940,3.55297
2021-01,10,2021-11,ingenuo,2.67555,5.65515,0.20053,1.38855,3.80629,4.25354
2021-02,10,2021-12,ingenuo,2.40134,6.43039,-0.06699,1.12133,3.52665,3.97759
2021-03,10,2022-01,ingenuo,2.59818,5.68492,0.13655,1.32516,3.71807,4.17268
2021-04,10,2022-02,ingenuo,2.38370,6.14704,-0.07125,1.11766,3.49815,3.95644
2021-05,10,2022-03,ingenuo,2.44746,6.82409,-0.00080,1.18840,3.55649,4.01845
2021-06,10,2022-04,ingenuo,3.25461,7.96465,0.81304,1.99757,4.41249,4.83724
2021-07,10,2022-05,ingenuo,3.81460,8.09114,1.37972,2.55958,5.02663,5.43169
2021-08,10,2022-06,ingenuo,4.95280,8.81263,2.52461,3.69980,6.24179,6.67441
2021-09,10,2022-07,ingenuo,5.22957,8.74084,2.80807,3.97859,6.63008,7.14446
2021-10,10,2022-08,ingenuo,5.82601,8.39799,3.41120,4.57704,7.28887,8.50375
2021-11,10,2022-09,ingenuo,5.65515,8.52985,3.24703,4.40820,7.14418,8.69941
2021-12,10,2022-10,ingenuo,6.43039,8.27520,4.02895,5.18546,7.96351,9.59908
2022-01,10,2022-11,ingenuo,5.68492,8.44723,3.29017,4.44201,7.25638,8.85007
2022-02,10,2022-12,ingenuo,6.14704,8.45916,3.75899,4.90615,7.73962,9.65648
2022-03,10,2023-01,ingenuo,6.82409,8.66427,4.44272,5.58521,8.45343,10.63215
2022-04,10,2023-02,ingenuo,7.96465,8.64592,5.58998,6.72919,9.71701,11.90116
2022-05,10,2023-03,ingenuo,8.09114,8.40057,5.72315,6.85910,10.04038,12.23156
2022-06,10,2023-04,ingenuo,8.81263,7.96505,6.45134,7.58401,11.49687,12.94686
2022-07,10,2023-05,ingenuo,8.74084,7.89389,6.38623,7.51562,11.78472,12.86888
2022-08,10,2023-06,ingenuo,8.39799,6.46150,6.05007,7.17619,11.43116,12.51984
2022-09,10,2023-07,ingenuo,8.52985,5.88160,6.18863,7.31147,11.55231,12.64552
2022-10,10,2023-08,ingenuo,8.27520,5.57615,5.94066,7.06023,11.28694,12.38468
2022-11,10,2023-09,ingenuo,8.44723,5.04455,6.11938,7.23568,11.44826,12.55052
2022-12,10,2023-10,ingenuo,8.45916,4.34308,6.13800,7.25103,11.44948,12.55627
2023-01,10,2023-11,ingenuo,8.66427,3.63647,6.34980,7.45955,11.64387,12.75519
2023-02,10,2023-12,ingenuo,8.64592,3.23738,6.33814,7.44220,11.61504,12.73066
2023-03,10,2024-01,ingenuo,8.40057,3.02392,6.09948,7.19785,11.35920,12.47912
2023-04,10,2024-02,ingenuo,7.96505,3.29407,5.67065,6.76332,10.91318,12.03740
2023-05,10,2024-03,ingenuo,7.89389,3.04505,5.60617,6.69316,10.83153,11.96006
2023-06,10,2024-04,ingenuo,6.46150,2.42208,4.18048,5.23970,9.38865,10.52148
2023-07,10,2024-05,ingenuo,5.88160,2.00494,3.35314,4.63465,8.79827,9.93540
2023-08,10,2024-06,ingenuo,5.57615,2.28538,2.92576,4.29614,8.48232,9.62375
2023-09,10,2024-07,ingenuo,5.04455,2.12766,2.36676,3.67103,7.94023,9.08597
2023-10,10,2024-08,ingenuo,4.34308,2.03410,1.64347,2.77181,7.22828,8.37831
2023-11,10,2024-09,ingenuo,3.63647,1.77501,0.91481,1.89200,6.51118,7.66552
2023-12,10,2024-10,ingenuo,3.23738,2.00918,-0.14828,1.36649,6.10085,7.26220
2024-01,10,2024-11,ingenuo,3.02392,2.27199,-1.05649,1.10983,5.87615,7.04451
2024-02,10,2024-12,ingenuo,3.29407,1.96630,-1.33529,1.36211,6.13505,7.31042
2024-03,10,2025-01,ingenuo,3.04505,1.85158,-1.78601,0.92191,5.87479,7.05717
